cust_id,Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone
1162,231374,Fraudulent Billing practices by Comcast,12-04-2015,04-Dec-15,6:03:51 PM,Customer Care Call,Locust Grove,Virginia,22508,Closed,No
1163,344348,Services Interrupted,16-06-15,16-Jun-15,7:12:42 PM,Customer Care Call,Locust Grove,Virginia,22508,Solved,No
1164,352012,Internet contract issue,19-06-15,19-Jun-15,2:00:04 PM,Internet,Lodi,California,95242,Solved,No
1165,366778,Comcast Billing,25-06-15,25-Jun-15,6:47:13 PM,Internet,Logan,Utah,84321,Solved,Yes
1166,291331,Xfinity: Bogus modem charges,15-05-15,15-May-15,9:56:08 AM,Internet,Loganville,Georgia,30052,Solved,No
1167,316040,n/a (b) (6),31-05-15,31-May-15,9:25:28 PM,Internet,Loganville,Georgia,30052,Pending,No
1168,351393,Comcast,19-06-15,19-Jun-15,11:20:13 AM,Customer Care Call,Loganville,Georgia,30052,Solved,No
1169,361105,Poor Customer Service and Internet Availability,24-06-15,24-Jun-15,9:58:38 AM,Internet,Loganville,Georgia,30052,Solved,No
1170,324702,Comcast Service,05-06-2015,06-May-15,8:14:46 AM,Customer Care Call,Lonaconing,Maryland,21539,Solved,No
1171,362024,internet service and phone service,24-06-15,24-Jun-15,1:54:04 PM,Internet,Long Grove,Illinois,60047,Solved,No
1172,361528,Xfinity,24-06-15,24-Jun-15,11:59:36 AM,Customer Care Call,Longmont,Colorado,80504,Open,No
1173,352951,Internet Speeds and Billing Errors,19-06-15,19-Jun-15,6:41:29 PM,Internet,Los Alamos,New Mexico,87544,Open,Yes
1174,272972,Comcast Billing Issue,04-05-2015,05-Apr-15,11:57:58 PM,Internet,Los Angeles,California,90034,Closed,No
1175,367365,Internet Throttling & Unfair Billing Practices,26-06-15,26-Jun-15,4:21:20 AM,Internet,Los Gatos,California,95032,Closed,No
1176,367949,Internet Throttling & Unfair Billing Practices,26-06-15,26-Jun-15,12:04:31 PM,Internet,Los Gatos,California,95032,Solved,No
1177,375794,Comcast False Advertising,30-06-15,30-Jun-15,6:16:26 PM,Internet,Los Gatos,California,95033,Open,No
1178,370484,Speeds slower than advertised,27-06-15,27-Jun-15,8:08:01 PM,Customer Care Call,Louisville,Colorado,80027,Solved,No
1179,305856,Increase in Price of internet,25-05-15,25-May-15,1:36:39 PM,Internet,Louisville,Tennessee,37777,Solved,Yes
1180,362020,Comcast,24-06-15,24-Jun-15,1:53:15 PM,Internet,Lowell,Massachusetts,1854,Solved,Yes
1181,333846,Comcast internet,10-06-2015,06-Oct-15,8:25:49 PM,Internet,Lutherville,Maryland,21093,Open,No
1182,340455,Slowness of Internet,15-06-15,15-Jun-15,9:07:16 AM,Internet,Lynchburg,Virginia,24502,Solved,No
1183,339012,Video Throttling,13-06-15,13-Jun-15,1:12:13 PM,Internet,Lynnfield,Massachusetts,1940,Solved,No
1184,349588,Comcast/xfinity,18-06-15,18-Jun-15,3:38:33 PM,Customer Care Call,Lynnwood,Washington,98036,Solved,No
1185,374749,Ridiculous and inconsistent billing,30-06-15,30-Jun-15,1:30:48 PM,Internet,Lynnwood,Washington,98036,Solved,No
1186,370293,Comcast over inflating Data Meter Usage,27-06-15,27-Jun-15,5:12:43 PM,Customer Care Call,Mabelton,Georgia,30126,Closed,No
1187,227906,Comcast Billing Fraud,09-04-2015,04-Sep-15,10:38:59 PM,Internet,Mableton,Georgia,30126,Closed,No
1188,333248,Comcast - Incorrect Billing Issues - Has Happened on Multiple Occasions with my Account,10-06-2015,06-Oct-15,4:27:06 PM,Internet,Mableton,Georgia,30126,Solved,No
1189,371924,Repeated issues with Comcast billing and customer service,29-06-15,29-Jun-15,11:53:31 AM,Internet,Macomb,Illinois,61455,Solved,No
1190,300802,Comcast Data cap,21-05-15,21-May-15,9:05:26 AM,Customer Care Call,Madison,Alabama,35756,Open,No
1191,361078,Unfair pricing practices,24-06-15,24-Jun-15,9:50:19 AM,Internet,Madison,Alabama,35758,Solved,Yes
1192,300500,Comcast Customer Service,20-05-15,20-May-15,8:49:38 PM,Internet,Madison,Connecticut,6443,Solved,No
1193,340564,Comcast Business Internet -- Not Providing Service to New Location & Will Not Terminate Contract Despite Multiple Attempts,15-06-15,15-Jun-15,10:16:23 AM,Internet,Madison,Mississippi,39110,Solved,No
1194,324188,Data Caps Discourage Commerce,04-06-2015,06-Apr-15,6:55:59 PM,Customer Care Call,Madison,Tennessee,37115,Solved,No
1195,359823,Comcast Internet Is Atrocious,23-06-15,23-Jun-15,7:07:16 PM,Internet,Magalia,California,95954,Pending,No
1196,365166,Comcast,25-06-15,25-Jun-15,1:51:26 PM,Customer Care Call,Manahawkin,New Jersey,8059,Solved,No
1197,371299,Internet speed,28-06-15,28-Jun-15,9:09:54 PM,Customer Care Call,Manahawkin,New Jersey,8050,Open,No
1198,270663,Comcast cancellation issue,03-05-2015,05-Mar-15,3:41:03 PM,Customer Care Call,Manassas,Virginia,20110,Solved,No
1199,244436,internet availability,20-04-15,20-Apr-15,11:43:14 AM,Customer Care Call,Manchester,New Hampshire,3102,Closed,No
1200,302448,Comcast is giving me the ring around and charged me $130,21-05-15,21-May-15,7:36:45 PM,Internet,Manchester,New Hampshire,3101,Solved,No
1201,361007,comcast over charges,24-06-15,24-Jun-15,9:27:57 AM,Internet,Manchester,New Jersey,8759,Solved,Yes
1202,234680,Comcast Internet Billing Problems/Disrespectful Customer Service Agents,14-04-15,14-Apr-15,1:24:46 PM,Internet,Manchester,Pennsylvania,17345,Closed,No
1203,363966,Bill Flucuation,25-06-15,25-Jun-15,9:15:11 AM,Customer Care Call,Manvel,Texas,77578,Solved,No
1204,259629,Comcast internet-Price keeps changing,27-04-15,27-Apr-15,4:40:09 PM,Internet,Mapleton,Utah,84664,Closed,No
1205,221175,Comcast Continuous Modem Rental Charges,07-04-2015,04-Jul-15,10:55:32 AM,Customer Care Call,Margate,Florida,33063,Closed,No
1206,360185,Comcast Throttling Internet,23-06-15,23-Jun-15,9:26:30 PM,Internet,Margate,New Jersey,8402,Open,Yes
1207,220948,Customer Service and Billing Complaint,07-04-2015,04-Jul-15,7:42:23 AM,Internet,Marietta,Georgia,30068,Closed,No
1208,264114,300GB/month data cap 'trial' for several years now,29-04-15,29-Apr-15,1:26:32 PM,Customer Care Call,Marietta,Georgia,30062,Closed,No
1209,286994,Comcast data usage cap,13-05-15,13-May-15,2:54:18 AM,Internet,Marietta,Georgia,30068,Open,No
1210,292968,Comcast Data Caps,16-05-15,16-May-15,12:19:09 AM,Customer Care Call,Marietta,Georgia,30067,Solved,No
1211,293411,"Comcast and their ""data limit""",16-05-15,16-May-15,2:57:30 PM,Internet,Marietta,Georgia,30066,Solved,Yes
1212,295614,Comcast refuses to honor a plan that one of their sales reps offered,18-05-15,18-May-15,5:11:06 PM,Internet,Marietta,Georgia,30066,Solved,No
1213,316247,Comcast,01-06-2015,06-Jan-15,9:39:09 AM,Internet,Marietta,Georgia,30066,Closed,No
1214,326514,Data Cap imposed without notice,06-06-2015,06-Jun-15,6:08:52 AM,Internet,Marietta,Georgia,30066,Solved,No
1215,329684,Comcast charging over $600 for data,08-06-2015,06-Aug-15,10:53:54 PM,Customer Care Call,Marietta,Georgia,30067,Closed,No
1216,354546,Comcast/Xfinity,21-06-15,21-Jun-15,10:51:49 AM,Customer Care Call,Marietta,Georgia,30067,Solved,No
1217,358050,Comcast Business Internet,23-06-15,23-Jun-15,12:17:42 PM,Internet,Marietta,Georgia,30062,Solved,No
1218,362909,Comcast 300GB data cap,24-06-15,24-Jun-15,5:19:51 PM,Customer Care Call,Marietta,Georgia,30066,Solved,No
1219,366944,Comcast Charges,25-06-15,25-Jun-15,7:56:22 PM,Internet,Marietta,Georgia,30062,Solved,No
1220,367546,Overcharged Internet Billing,26-06-15,26-Jun-15,9:47:15 AM,Internet,Marietta,Georgia,30068,Open,No
1221,368500,Comcast 300Gb Data Cap,26-06-15,26-Jun-15,2:57:56 PM,Internet,Marietta,Georgia,30066,Solved,No
1222,371385,Comcast - Billing Practices,28-06-15,28-Jun-15,11:14:57 PM,Customer Care Call,Marietta,Georgia,30064,Open,No
1223,318574,Comcast Billing and Service Issues,02-06-2015,06-Feb-15,12:07:56 PM,Customer Care Call,Markham,Illinois,60428,Open,No
1224,359592,Intermittent poor service,23-06-15,23-Jun-15,5:52:17 PM,Internet,Marlborough,Connecticut,6447,Open,No
1225,281940,Inconsistent and poor internet performance,09-05-2015,05-Sep-15,2:51:48 PM,Customer Care Call,Marlton,New Jersey,5053,Closed,No
1226,367321,Internet performance (latency/bandwidth) substantially below what I'm paying for for weeks,26-06-15,26-Jun-15,1:45:58 AM,Internet,Martinez,California,94553,Open,No
1227,224222,Comcast endless problems,08-04-2015,04-Aug-15,2:07:47 PM,Internet,Martinez,Georgia,30907,Closed,No
1228,218696,Internet connection delibrately slowed down,05-04-2015,04-May-15,10:06:33 PM,Internet,Martinez,Georgia,30907,Closed,No
1229,249355,Comcast - Customer Service/Technical Service Inferiority,22-04-15,22-Apr-15,1:38:59 AM,Customer Care Call,Martinsburg,West Virginia,25403,Closed,No
1230,337071,Comcast cable outage,12-06-2015,06-Dec-15,1:40:52 PM,Customer Care Call,Martinsburg,West Virginia,25405,Solved,No
1231,236299,service not disconnected as requested. overcharged and overpaid as a result.,15-04-15,15-Apr-15,7:58:43 AM,Customer Care Call,Maryland Heights,Missouri,10701,Closed,No
1232,340647,comcast service,15-06-15,15-Jun-15,11:00:19 AM,Customer Care Call,Marysville,California,95901,Solved,No
1233,372859,INFINITY / COMCAST,29-06-15,29-Jun-15,4:10:08 PM,Customer Care Call,Marysville,Washington,98271,Solved,No
1234,291044,Datacaps,14-05-15,14-May-15,8:42:22 PM,Customer Care Call,Maynardville,Tennessee,37807,Open,No
1235,246635,Comcast Internet Speeds,21-04-15,21-Apr-15,11:02:40 AM,Customer Care Call,Maywood,New Jersey,7607,Closed,Yes
1236,306219,Comcast - internet service complaint,25-05-15,25-May-15,9:20:40 PM,Internet,Mccordsville,Indiana,46055,Open,No
1237,328801,NO Comcast-- Uverse,08-06-2015,06-Aug-15,3:41:26 PM,Internet,Mcdonough,Georgia,30253,Closed,No
1238,211775,Horrible Service,01-04-2015,04-Jan-15,12:28:58 PM,Customer Care Call,Mckeesport,Pennsylvania,15132,Closed,No
1239,316927,Comcast- Internet,01-06-2015,06-Jan-15,2:21:30 PM,Customer Care Call,Mckeesport,Pennsylvania,15132,Closed,No
1240,335859,internet,11-06-2015,06-Nov-15,7:47:29 PM,Internet,Mechanicsburg,Pennsylvania,17050,Solved,Yes
1241,337869,Wasted Time and money!,12-06-2015,06-Dec-15,4:50:15 PM,Customer Care Call,Medley,Florida,33178,Solved,No
1242,334514,billing issues,11-06-2015,06-Nov-15,11:40:59 AM,Internet,Melvindale,Michigan,48122,Solved,No
1243,215077,Forced to pay for Home Security Services that are inactive bundled with my internet services,02-04-2015,04-Feb-15,5:46:46 PM,Customer Care Call,Memphis,Tennessee,38111,Closed,No
1244,243364,Comcast data caps,18-04-15,18-Apr-15,8:55:05 PM,Internet,Memphis,Tennessee,38119,Closed,Yes
1245,252934,Comcast,23-04-15,23-Apr-15,3:33:57 PM,Customer Care Call,Memphis,Tennessee,38104,Closed,No
1246,265590,Comcast data cap limit,29-04-15,29-Apr-15,10:49:16 PM,Internet,Memphis,Tennessee,38104,Closed,No
1247,270239,invalid sercice,02-05-2015,05-Feb-15,5:56:40 PM,Customer Care Call,Memphis,Tennessee,38111,Solved,No
1248,270240,invalid sercice,02-05-2015,05-Feb-15,5:56:41 PM,Customer Care Call,Memphis,Tennessee,38111,Closed,No
1249,304454,Comcast data caps,23-05-15,23-May-15,12:23:38 AM,Customer Care Call,Memphis,Tennessee,38111,Open,No
1250,325445,Stop the data caps of Comcast,05-06-2015,06-May-15,2:06:03 PM,Customer Care Call,Memphis,Tennessee,38111,Closed,No
1251,333786,Lack of communication and poor customer service,10-06-2015,06-Oct-15,7:55:27 PM,Internet,Memphis,Tennessee,38115,Open,No
1252,353177,Comcast Data Cap,19-06-15,19-Jun-15,9:06:34 PM,Internet,Memphis,Tennessee,38016,Solved,No
1253,363094,Comcast Overpricing,24-06-15,24-Jun-15,6:23:10 PM,Customer Care Call,Memphis,Tennessee,38105,Open,No
1254,361037,Comcast Rates,24-06-15,24-Jun-15,9:42:09 AM,Customer Care Call,Memphis,Tennessee,38117,Solved,No
1255,375276,Comcast Data Cap,30-06-15,30-Jun-15,3:54:17 PM,Internet,Memphis,Tennessee,38115,Pending,No
1256,214998,Comcast refuse to honor agreed upon price / promotion,02-04-2015,04-Feb-15,5:08:11 PM,Internet,Menlo Park,California,94025,Closed,No
1257,358746,Comcast slowing down,23-06-15,23-Jun-15,2:47:27 PM,Customer Care Call,Menlo Park,California,94025,Solved,No
1258,365162,Unfair billing practices,25-06-15,25-Jun-15,1:50:03 PM,Internet,Meriden,New Hampshire,3770,Solved,No
1259,372223,Poor Customer Service with Comcast,29-06-15,29-Jun-15,1:14:58 PM,Customer Care Call,Meridian,Mississippi,39307,Open,No
1260,357976,Comcast has turned my business account to third-party collections when I legitimately canceled my contract per the terms,23-06-15,23-Jun-15,12:03:16 PM,Customer Care Call,Metairie,Louisiana,70003,Solved,No
1261,351053,"Comcast still billing, after account is closed and paid",19-06-15,19-Jun-15,8:53:04 AM,Internet,Mexico,New York,13114,Solved,No
1262,230370,comcast deceving upgrade without request,11-04-2015,04-Nov-15,11:29:04 AM,Customer Care Call,Miami,Florida,33177,Closed,Yes
1263,239218,Comcast service issues.,16-04-15,16-Apr-15,1:06:07 PM,Customer Care Call,Miami,Florida,33111,Closed,No
1264,240653,"comcast internet, telephone, TV service",16-04-15,16-Apr-15,10:13:04 PM,Customer Care Call,Miami,Florida,33133,Closed,No
1265,215922,Not receiving internet and harrassing phone calls,03-04-2015,04-Mar-15,10:35:40 AM,Customer Care Call,Miami,Florida,33132,Closed,No
1266,263934,Internet service,29-04-15,29-Apr-15,12:30:58 PM,Internet,Miami,Florida,33172,Closed,No
1267,265456,comcast complaint,29-04-15,29-Apr-15,9:07:55 PM,Internet,Miami,Florida,33147,Closed,No
1268,279363,Comcast is terrible,07-05-2015,05-Jul-15,8:59:18 PM,Internet,Miami,Florida,33186,Solved,No
1269,282265,Comcast Internet Poor Service,09-05-2015,05-Sep-15,11:04:43 PM,Customer Care Call,Miami,Florida,33176,Open,No
1270,282025,Charged for Cable Modem Rental that I have owned for 8 years,09-05-2015,05-Sep-15,4:03:56 PM,Internet,Miami,Florida,33157,Open,No
1271,291461,Monthly charge for a Modem,15-05-15,15-May-15,11:11:38 AM,Customer Care Call,Miami,Florida,33169,Solved,No
1272,293037,Comcast service,16-05-15,16-May-15,7:46:28 AM,Customer Care Call,Miami,Florida,33177,Closed,No
1273,293038,Comcast service,16-05-15,16-May-15,7:46:32 AM,Customer Care Call,Miami,Florida,33177,Closed,No
1274,301242,COMCAST,21-05-15,21-May-15,1:07:43 PM,Internet,Miami,Florida,33128,Solved,No
1275,320355,exaggerated bill and Lack of responsibilities in keep appointments! Disrespect for Consumers,03-06-2015,06-Mar-15,9:31:06 AM,Internet,Miami,Florida,33157,Solved,No
1276,320369,exaggerated bill and Lack of responsibilities in keep appointments! Disrespect for Consumers,03-06-2015,06-Mar-15,9:36:34 AM,Internet,Miami,Florida,33157,Open,No
1277,340521,Failure to connect service,15-06-15,15-Jun-15,9:51:39 AM,Internet,Miami,Florida,33133,Solved,No
1278,352345,COMCAST WILL NOT CANCEL MY ACCOUNT,19-06-15,19-Jun-15,3:42:43 PM,Customer Care Call,Miami,Florida,33150,Solved,No
1279,356421,Problems with Comcast xfinity Internet service,22-06-15,22-Jun-15,4:17:32 PM,Internet,Miami,Florida,33145,Solved,No
1280,363477,"Paying for 50 Mbps from Comcast, only receiving 0.37 Mbps",24-06-15,24-Jun-15,9:21:29 PM,Customer Care Call,Miami,Florida,33131,Open,No
1281,365368,Comcast internet billing,25-06-15,25-Jun-15,2:12:52 PM,Internet,Miami,Florida,33157,Open,Yes
1282,367258,Comcast Internet being slow,25-06-15,25-Jun-15,11:06:47 PM,Internet,Miami,Florida,33194,Pending,No
1283,369434,Comcast New SignUp billing bait-and-switch,26-06-15,26-Jun-15,9:54:59 PM,Internet,Miami,Florida,33125,Pending,No
1284,365082,Billing,25-06-15,25-Jun-15,1:26:23 PM,Internet,Miami Gardens,Florida,33056,Solved,No
1285,355079,Lack of internet speed,22-06-15,22-Jun-15,8:28:43 AM,Customer Care Call,Middleboro,Massachusetts,2346,Closed,No
1286,262747,Comcast Poor Customer Services and Commitment,28-04-15,28-Apr-15,7:15:01 PM,Internet,Middleburg,Florida,32068,Closed,No
1287,223841,new fcc internet rules slowing down system,08-04-2015,04-Aug-15,12:24:52 PM,Internet,Middletown,Connecticut,6457,Closed,No
1288,359483,Unfair pricing,23-06-15,23-Jun-15,5:24:45 PM,Customer Care Call,Middletown,Maryland,21769,Solved,Yes
1289,268773,Poor service from Comcast Xfinity,01-05-2015,05-Jan-15,2:01:54 PM,Internet,Milford,Delaware,19963,Open,No
1290,360989,Internet and Cable Billing,24-06-15,24-Jun-15,9:13:25 AM,Internet,Milford,Delaware,19963,Solved,No
1291,238264,Comcast,15-04-15,15-Apr-15,9:08:43 PM,Customer Care Call,Milford,Michigan,48380,Closed,No
1292,277544,Comcast charging me for items I do not want/asked for,07-05-2015,05-Jul-15,4:04:35 AM,Customer Care Call,Mill Creek,Washington,98012,Solved,No
1293,359345,Internet throttling,23-06-15,23-Jun-15,4:49:35 PM,Internet,Mill Creek,Washington,98012,Solved,No
1294,221961,Comcast - new service (ridiculously inept + not close to the speed told) added and incorrect charges on the first bill - hoping I would not notice,07-04-2015,04-Jul-15,2:39:40 PM,Customer Care Call,Mill Valley,California,94941,Closed,No
1295,335917,"Second Complaint ""Comcast not honoring Marketing Materials""",11-06-2015,06-Nov-15,8:14:04 PM,Customer Care Call,Mill Valley,California,94941,Closed,No
1296,353068,"Comcast committing ""Bait and Switch Fraud""",19-06-15,19-Jun-15,7:38:35 PM,Customer Care Call,Mill Valley,California,94941,Solved,No
1297,333619,Worst customer service with no resolution,10-06-2015,06-Oct-15,6:32:17 PM,Customer Care Call,Milpitas,California,95035,Solved,No
1298,362974,Comcast,24-06-15,24-Jun-15,5:38:10 PM,Customer Care Call,Milpitas,California,95035,Open,No
1299,362991,Comcast billing issues,24-06-15,24-Jun-15,5:44:30 PM,Customer Care Call,Milpitas,California,95035,Closed,No
1300,361800,Paying for high speed internet and receiving low speeds,24-06-15,24-Jun-15,12:57:08 PM,Internet,Milton,Delaware,19968,Open,Yes
1301,325690,Unwilling to provide a refund for charging rent on a modem,05-06-2015,06-May-15,3:18:48 PM,Customer Care Call,Milton,Vermont,5468,Solved,No
1302,282824,Internet connectivity issues,11-05-2015,05-Nov-15,1:33:11 AM,Customer Care Call,Milwaukie,Oregon,97222,Solved,No
1303,358736,Comcast has raised my bill twice without warning,23-06-15,23-Jun-15,2:45:47 PM,Customer Care Call,Minneapolis,Minnesota,55419,Solved,No
1304,366782,"Comcast charges me for 25m connection, Get 5 down/11 up",25-06-15,25-Jun-15,6:47:54 PM,Internet,Minneapolis,Minnesota,55404,Solved,No
1305,248414,Comcast Business not honoring signed contract,21-04-15,21-Apr-15,3:54:00 PM,Customer Care Call,Minnetonka,Minnesota,55435,Closed,No
1306,271592,Transfer of services,04-05-2015,05-Apr-15,1:18:44 PM,Internet,Miramar,Florida,33025,Solved,No
1307,338831,COMCAST NIGHTMARE,13-06-15,13-Jun-15,10:53:23 AM,Internet,Miramar,Florida,33027,Solved,No
1308,353876,CHARGED ERRONEOUS FEE ON BILL,20-06-15,20-Jun-15,2:19:44 PM,Customer Care Call,Miramar,Florida,33027,Solved,No
1309,251622,i need help pleas,23-04-15,23-Apr-15,5:10:45 AM,Customer Care Call,Mobile,Alabama,36609,Closed,No
1310,336981,Discriminatory tiered pricing and traffic limitations by Comcast.,12-06-2015,06-Dec-15,1:17:37 PM,Internet,Mobile,Alabama,36608,Closed,Yes
1311,362644,Comcast thieves,24-06-15,24-Jun-15,4:17:31 PM,Internet,Modesto,California,95350,Open,No
1312,366339,Low internet quality,25-06-15,25-Jun-15,4:45:36 PM,Customer Care Call,Modesto,California,95355,Open,No
1313,233894,False Advertisement,14-04-15,14-Apr-15,9:23:42 AM,Internet,Mokelumne Hill,California,95245,Closed,No
1314,283148,Comcast Targeted Blocking of Content,11-05-2015,05-Nov-15,11:12:44 AM,Internet,Mokena,Illinois,60448,Solved,No
1315,354707,Slow Internet / Monopoly Area,21-06-15,21-Jun-15,3:20:59 PM,Customer Care Call,Monmouth Junction,New Jersey,8852,Solved,No
1316,248868,Data cap,21-04-15,21-Apr-15,6:48:01 PM,Internet,Monroe,Georgia,30655,Closed,No
1317,241769,Data Cap 300gb,17-04-15,17-Apr-15,3:05:38 PM,Customer Care Call,Monroe,Louisiana,71201,Closed,No
1318,361187,Comcast Usage Limit,24-06-15,24-Jun-15,10:26:50 AM,Internet,Monroe,Louisiana,71201,Solved,No
1319,367035,Comcast Billing for Late Payment/Disconnect due to their error,25-06-15,25-Jun-15,8:40:40 PM,Internet,Monroe,Louisiana,71203,Solved,No
1320,365393,Internet Service Down,25-06-15,25-Jun-15,2:17:07 PM,Customer Care Call,Monroe,New Jersey,8831,Solved,No
1321,326658,spam,06-06-2015,06-Jun-15,11:26:31 AM,Customer Care Call,Montclair,New Jersey,7043,Solved,No
1322,318059,Failure to resolve Internet outages,01-06-2015,06-Jan-15,11:37:10 PM,Internet,Monterey,California,93940,Closed,No
1323,293497,Comcast internet service that I was NEVER able to use,16-05-15,16-May-15,4:13:08 PM,Internet,Montgomery,Illinois,60538,Solved,No
1324,334592,Comcast Account Issues/Customer Service Complaints,11-06-2015,06-Nov-15,12:17:26 PM,Internet,Montgomery,Illinois,60538,Solved,No
1325,219305,comcast internet,06-04-2015,04-Jun-15,12:24:25 PM,Customer Care Call,Montverde,Florida,34756,Closed,No
1326,329291,ads for website,08-06-2015,06-Aug-15,6:42:26 PM,Customer Care Call,Monument,Colorado,80132,Closed,No
1327,359082,"Comcast is awful, lies, and is corrupt",23-06-15,23-Jun-15,3:52:08 PM,Customer Care Call,Morgantown,West Virginia,26508,Open,No
1328,361310,Internet Freezing,24-06-15,24-Jun-15,10:54:16 AM,Customer Care Call,Morgantown,West Virginia,26508,Solved,No
1329,292335,Unannouced service outage not caused by weather,15-05-15,15-May-15,4:04:09 PM,Customer Care Call,Morrisville,Pennsylvania,19067,Solved,No
1330,370929,COMCAST DATA CAP IS BULLCRAP,28-06-15,28-Jun-15,1:37:22 PM,Customer Care Call,Morrow,Georgia,30260,Pending,No
1331,244444,Receiving bill for account that was supposed to be cancelled,20-04-15,20-Apr-15,11:46:41 AM,Internet,Morton Grove,Illinois,60053,Closed,Yes
1332,367029,Comcast,25-06-15,25-Jun-15,8:37:47 PM,Internet,Mounds View,Minnesota,55112,Solved,No
1333,222424,Comcast refusing to run lines,07-04-2015,04-Jul-15,4:57:45 PM,Internet,Mount Airy,Maryland,21771,Closed,No
1334,225582,Comcast unreliable speed/ service,08-04-2015,04-Aug-15,11:36:27 PM,Customer Care Call,Mount Joy,Pennsylvania,17552,Closed,No
1335,289584,Internet service,14-05-15,14-May-15,11:52:27 AM,Customer Care Call,Mount Juliet,Tennessee,37122,Solved,No
1336,298788,Internet service,20-05-15,20-May-15,11:23:14 AM,Customer Care Call,Mount Juliet,Tennessee,37122,Closed,No
1337,298793,Internet service,20-05-15,20-May-15,11:24:39 AM,Internet,Mount Juliet,Tennessee,37122,Solved,No
1338,360730,Comcast slow speeds and lying about prices,24-06-15,24-Jun-15,1:39:44 AM,Customer Care Call,Mount Juliet,Tennessee,37122,Solved,No
1339,245317,Billing Issues,20-04-15,20-Apr-15,4:19:26 PM,Internet,Mount Laurel,New Jersey,8054,Closed,No
1340,367099,Unfair Comcast billing practices,25-06-15,25-Jun-15,9:11:31 PM,Internet,Mount Laurel,New Jersey,8054,Open,No
1341,270193,Comcast charging me monthly fees for equipment rental when I own the equipment,02-05-2015,05-Feb-15,4:36:59 PM,Internet,Mount Pleasant,South Carolina,29464,Closed,No
1342,300720,"Comcast refuses to credit erroneous overcharges due to deceptive ""promotional"" rates",21-05-15,21-May-15,12:40:22 AM,Internet,Mount Pleasant,South Carolina,29464,Solved,No
1343,358657,Comcast Data Cap,23-06-15,23-Jun-15,2:28:54 PM,Customer Care Call,Mount Pleasant,South Carolina,29466,Solved,No
1344,311889,"Comcast installation date of June 22, 2015",28-05-15,28-May-15,3:39:29 PM,Customer Care Call,Mount Prospect,Illinois,60056,Solved,No
1345,219795,Comcast refusing to provide continued service promised/advertised in writing,06-04-2015,04-Jun-15,3:09:20 PM,Customer Care Call,Mountain View,California,94040,Closed,No
1346,257803,Required $100 deposit to open an account,26-04-15,26-Apr-15,4:01:50 PM,Customer Care Call,Mountain View,California,94040,Closed,No
1347,265613,comcast,29-04-15,29-Apr-15,11:06:07 PM,Customer Care Call,Mt. Airy,Maryland,21771,Closed,No
1348,336745,Cap on Comcast Data,12-06-2015,06-Dec-15,12:05:36 PM,Customer Care Call,Mt. Juliet,Tennessee,37122,Solved,No
1349,260732,Comcast Internet down since 4/25 with no resolve,28-04-15,28-Apr-15,9:35:22 AM,Customer Care Call,Mt. Pleasant,South Carolina,29464,Closed,No
1350,240017,FALSE CHARGES & REFUSAL TO CREDIT,16-04-15,16-Apr-15,4:53:02 PM,Customer Care Call,Mt. Plymouth,Florida,32776,Closed,No
1351,312724,Commercials burning data,28-05-15,28-May-15,10:19:27 PM,Internet,Murfreesboro,Tennessee,37128,Pending,No
1352,315373,Comcast,30-05-15,30-May-15,6:59:10 PM,Customer Care Call,Murfreesboro,Tennessee,37129,Pending,No
1353,318304,Comcast Internet Complaint,02-06-2015,06-Feb-15,10:07:23 AM,Customer Care Call,Murfreesboro,Tennessee,37129,Closed,No
1354,326309,Over charging for Internet,05-06-2015,06-May-15,8:19:51 PM,Customer Care Call,Murfreesboro,Tennessee,37128,Closed,No
1355,354336,Comcast Data Policy and Lies,20-06-15,20-Jun-15,9:31:57 PM,Customer Care Call,Murfreesboro,Tennessee,37128,Solved,No
1356,357373,Comcast/Xfinity customer service and billing,23-06-15,23-Jun-15,12:03:31 AM,Internet,Murfreesboro,Tennessee,37130,Solved,No
1357,373211,Comcast Data Cap,29-06-15,29-Jun-15,5:43:17 PM,Internet,Murfreesboro,Tennessee,37127,Open,No
1358,360476,Throttling bandwidth.,23-06-15,23-Jun-15,11:07:54 PM,Customer Care Call,Murfressboro,Tennessee,37129,Solved,Yes
1359,330284,Comcast billing,09-06-2015,06-Sep-15,12:44:05 PM,Internet,Murphys,California,95247,Solved,No
1360,315456,Comcast service,30-05-15,30-May-15,9:21:41 PM,Internet,Murray,Utah,84123,Open,No
1361,299334,Comcast Data Overage Charges,20-05-15,20-May-15,2:27:55 PM,Internet,Muscle Shoals,Alabama,35661,Open,No
1362,244072,Dishonest Billing Practices,20-04-15,20-Apr-15,4:28:08 AM,Customer Care Call,Muskegon,Michigan,49441,Closed,No
1363,260444,Dishonest Billing Practices and Lying,27-04-15,27-Apr-15,10:30:16 PM,Customer Care Call,Muskegon,Michigan,49441,Closed,No
1364,338510,Comcast,12-06-2015,06-Dec-15,9:51:40 PM,Internet,Muskegon,Michigan,49445,Solved,No
1365,364033,comcast lowering internet speeds on constant basis,25-06-15,25-Jun-15,9:54:52 AM,Customer Care Call,Muskegon,Michigan,49442,Solved,No
1366,352201,Comcast lies to the customer just to get them off the phone,19-06-15,19-Jun-15,3:02:43 PM,Internet,My. Juliet,Tennessee,37122,Solved,No
